Conference,Year,Title,Author,Affiliation
ICML,2018,Efficient Neural Audio Synthesis,Karen Simonyan,DeepMind
ICML,2018,Efficient Neural Audio Synthesis,Seb Noury,DeepMind
ICML,2018,Efficient Neural Audio Synthesis,Norman Casagrande,DeepMind
ICML,2018,Efficient Neural Audio Synthesis,Edward Lockhart,DeepMind
ICML,2018,Efficient Neural Audio Synthesis,Florian Stimberg,
ICML,2018,Efficient Neural Audio Synthesis,Aäron van den Oord,Google Deepmind
ICML,2018,Efficient Neural Audio Synthesis,Sander Dieleman,DeepMind
ICML,2018,Efficient Neural Audio Synthesis,koray kavukcuoglu,DeepMind
ICML,2018,Born Again Neural Networks,Tommaso Furlanello,University of Southern California
ICML,2018,Born Again Neural Networks,Zachary Lipton,Carnegie Mellon University
ICML,2018,Born Again Neural Networks,Michael Tschannen,ETH Zurich
ICML,2018,Born Again Neural Networks,Laurent Itti,University of Southern California
ICML,2018,Born Again Neural Networks,Anima Anandkumar,Amazon
ICML,2018,Adaptive Sampled Softmax with Kernel Based Sampling,Guy Blanc,Stanford University
ICML,2018,Adaptive Sampled Softmax with Kernel Based Sampling,Steffen Rendle,Google
ICML,2018,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,Yunchen Pu,Duke
ICML,2018,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,Shuyang Dai,Duke University
ICML,2018,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,Zhe Gan,Duke University
ICML,2018,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,Weiyao Wang,Duke
ICML,2018,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,Guoyin Wang,Duke University
ICML,2018,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,Yizhe Zhang,Duke University
ICML,2018,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,Ricardo Henao,Duke University
ICML,2018,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,Lawrence Carin,Duke
ICML,2018,Autoregressive Quantile Networks for Generative Modeling,Georg Ostrovski,DeepMind
ICML,2018,Autoregressive Quantile Networks for Generative Modeling,Will Dabney,DeepMind
ICML,2018,Autoregressive Quantile Networks for Generative Modeling,Remi Munos,DeepMind
ICML,2018,On the Power of Over-parametrization in Neural Networks with Quadratic Activation,Simon Du,Carnegie Mellon University
ICML,2018,On the Power of Over-parametrization in Neural Networks with Quadratic Activation,Jason Lee,University of Southern California
ICML,2018,On the Limitations of First-Order Approximation in GAN Dynamics,Jerry Li,MIT
ICML,2018,On the Limitations of First-Order Approximation in GAN Dynamics,Aleksander Madry,MIT
ICML,2018,On the Limitations of First-Order Approximation in GAN Dynamics,John Peebles,MIT
ICML,2018,On the Limitations of First-Order Approximation in GAN Dynamics,Ludwig Schmidt,UC Berkeley
ICML,2018,Learning to Explore via Meta-Policy Gradient,Tianbing Xu,"Baidu Research, USA"
ICML,2018,Learning to Explore via Meta-Policy Gradient,Qiang Liu,UT Austin
ICML,2018,Learning to Explore via Meta-Policy Gradient,Liang Zhao,Baidu Research USA
ICML,2018,Learning to Explore via Meta-Policy Gradient,Jian Peng,UIUC
ICML,2018,Mean Field Multi-Agent Reinforcement Learning,Yaodong Yang,University College London
ICML,2018,Mean Field Multi-Agent Reinforcement Learning,Rui Luo,UCL
ICML,2018,Mean Field Multi-Agent Reinforcement Learning,M. Li,University College London
ICML,2018,Mean Field Multi-Agent Reinforcement Learning,Ming Zhou,Shanghai Jiao Tong University
ICML,2018,Mean Field Multi-Agent Reinforcement Learning,Weinan Zhang,Shanghai Jiao Tong University
ICML,2018,Mean Field Multi-Agent Reinforcement Learning,Jun Wang,UCL
ICML,2018,Online Linear Quadratic Control,Alon Cohen,Google Inc.
ICML,2018,Online Linear Quadratic Control,Avinatan Hasidim,Google
ICML,2018,Online Linear Quadratic Control,Tomer Koren,Google Brain
ICML,2018,Online Linear Quadratic Control,Nevena Lazic,Google
ICML,2018,Online Linear Quadratic Control,Yishay Mansour,Google
ICML,2018,Online Linear Quadratic Control,Kunal Talwar,Google
ICML,2018,Online Learning with Abstention,Corinna Cortes,Google Research
ICML,2018,Online Learning with Abstention,Giulia DeSalvo,Google Research
ICML,2018,Online Learning with Abstention,Claudio Gentile,INRIA
ICML,2018,Online Learning with Abstention,Mehryar Mohri,Courant Institute and Google Research
ICML,2018,Online Learning with Abstention,Scott Yang,D. E. Shaw & Co.
ICML,2018,Celer: a Fast Solver for the Lasso with Dual Extrapolation,Mathurin MASSIAS,INRIA
ICML,2018,Celer: a Fast Solver for the Lasso with Dual Extrapolation,Joseph Salmon,Telecom ParisTech
ICML,2018,Celer: a Fast Solver for the Lasso with Dual Extrapolation,Alexandre Gramfort,Inria
ICML,2018,Cut-Pursuit Algorithm for Regularizing Nonsmooth Functionals with Graph Total Variation,Hugo Raguet,LIVE (CNRS)
ICML,2018,Cut-Pursuit Algorithm for Regularizing Nonsmooth Functionals with Graph Total Variation,loic landrieu,IGN
ICML,2018,Augmented CycleGAN: Learning Many-to-Many Mappings from Unpaired Data,Amjad Almahairi,"MILA, University of Montreal"
ICML,2018,Augmented CycleGAN: Learning Many-to-Many Mappings from Unpaired Data,Sai Rajeswar,University of Montreal
ICML,2018,Augmented CycleGAN: Learning Many-to-Many Mappings from Unpaired Data,Alessandro Sordoni,Microsoft Research
ICML,2018,Augmented CycleGAN: Learning Many-to-Many Mappings from Unpaired Data,Philip Bachman,Microsoft Research
ICML,2018,Augmented CycleGAN: Learning Many-to-Many Mappings from Unpaired Data,Aaron Courville,University of Montreal
ICML,2018,Mixed batches and symmetric discriminators for GAN training,Thomas LUCAS,Inria
ICML,2018,Mixed batches and symmetric discriminators for GAN training,Corentin Tallec,INRIA
ICML,2018,Mixed batches and symmetric discriminators for GAN training,Yann Ollivier,Facebook Artificial Intelligence Research
ICML,2018,Mixed batches and symmetric discriminators for GAN training,Jakob Verbeek,INRIA
ICML,2018,An Algorithmic Framework of Variable Metric Over-Relaxed Hybrid Proximal Extra-Gradient Method,Li Shen,Tencent AI Lab
ICML,2018,An Algorithmic Framework of Variable Metric Over-Relaxed Hybrid Proximal Extra-Gradient Method,Peng Sun,Tencent AI Lab
ICML,2018,An Algorithmic Framework of Variable Metric Over-Relaxed Hybrid Proximal Extra-Gradient Method,Yitong Wang,Tencent AI Lab
ICML,2018,An Algorithmic Framework of Variable Metric Over-Relaxed Hybrid Proximal Extra-Gradient Method,Wei Liu,Tencent AI Lab
ICML,2018,An Algorithmic Framework of Variable Metric Over-Relaxed Hybrid Proximal Extra-Gradient Method,Tong Zhang,Tecent AI Lab
ICML,2018,Learning Hidden Markov Models from Pairwise Co-occurrences with Application to Topic Modeling,Kejun Huang,University of Minnesota
ICML,2018,Learning Hidden Markov Models from Pairwise Co-occurrences with Application to Topic Modeling,Xiao Fu,Oregon State University
ICML,2018,Learning Hidden Markov Models from Pairwise Co-occurrences with Application to Topic Modeling,Nicholas Sidiropoulos,University of Virginia
ICML,2018,DRACO: Byzantine-resilient Distributed Training via Redundant Gradients,Lingjiao Chen,University of Wisconsin-Madison
ICML,2018,DRACO: Byzantine-resilient Distributed Training via Redundant Gradients,Hongyi Wang,University of Wisconsin-Madison
ICML,2018,DRACO: Byzantine-resilient Distributed Training via Redundant Gradients,Zachary Charles,University of Wisconsin-Madison
ICML,2018,DRACO: Byzantine-resilient Distributed Training via Redundant Gradients,Dimitris Papailiopoulos,ECE at University of Wisconsin-Madison
ICML,2018,Communication-Computation Efficient Gradient Coding,Min Ye,Princeton University
ICML,2018,Communication-Computation Efficient Gradient Coding,Emmanuel Abbe,
ICML,2018,"Submodular Hypergraphs: p-Laplacians, Cheeger Inequalities and Spectral Clustering",Pan Li,University of Illinois Urbana-Champaign
ICML,2018,"Submodular Hypergraphs: p-Laplacians, Cheeger Inequalities and Spectral Clustering",Olgica Milenkovic,University of Illinois UC
ICML,2018,SMAC: Simultaneous Mapping and Clustering Using Spectral Decompositions,cbajaj bajaj,University of Texas at Austin
ICML,2018,SMAC: Simultaneous Mapping and Clustering Using Spectral Decompositions,Tingran Gao,University of Chicago
ICML,2018,SMAC: Simultaneous Mapping and Clustering Using Spectral Decompositions,Zihang He,Tsinghua University
ICML,2018,SMAC: Simultaneous Mapping and Clustering Using Spectral Decompositions,Qixing Huang,The University of Texas at Austin
ICML,2018,SMAC: Simultaneous Mapping and Clustering Using Spectral Decompositions,Zhenxiao Liang,Tsinghua University
ICML,2018,On Nesting Monte Carlo Estimators,Tom Rainforth,University of Oxford
ICML,2018,On Nesting Monte Carlo Estimators,Rob Cornish,Oxford
ICML,2018,On Nesting Monte Carlo Estimators,Hongseok Yang,KAIST
ICML,2018,On Nesting Monte Carlo Estimators,andrew warrington,University of Oxford
ICML,2018,On Nesting Monte Carlo Estimators,Frank Wood,University of Oxford
ICML,2018,Stein Variational Gradient Descent Without Gradient,Jun Han,Dartmouth College
ICML,2018,Stein Variational Gradient Descent Without Gradient,Qiang Liu,UT Austin
ICML,2018,Detecting non-causal artifacts in multivariate linear regression models,Dominik Janzing,Amazon Research Tübingen
ICML,2018,Detecting non-causal artifacts in multivariate linear regression models,Bernhard Schölkopf,"MPI for Intelligent Systems Tübingen, Germany"
ICML,2018,The Hierarchical Adaptive Forgetting Variational Filter,Vincent Moens,Université catholique de Louvain
ICML,2018,Junction Tree Variational Autoencoder for Molecular Graph Generation,Wengong Jin,MIT Computer Science and Artificial Intelligence Laboratory
ICML,2018,Junction Tree Variational Autoencoder for Molecular Graph Generation,Regina Barzilay,MIT CSAIL
ICML,2018,Junction Tree Variational Autoencoder for Molecular Graph Generation,Tommi Jaakkola,MIT
ICML,2018,Semi-Amortized Variational Autoencoders,Yoon Kim,Harvard University
ICML,2018,Semi-Amortized Variational Autoencoders,Sam Wiseman,Harvard University
ICML,2018,Semi-Amortized Variational Autoencoders,Andrew Miller,Harvard
ICML,2018,Semi-Amortized Variational Autoencoders,David Sontag,Massachusetts Institute of Technology
ICML,2018,Semi-Amortized Variational Autoencoders,Alexander Rush,Harvard University
ICML,2018,Adaptive Exploration-Exploitation Tradeoff for Opportunistic Bandits,Huasen Wu,Twitter
ICML,2018,Adaptive Exploration-Exploitation Tradeoff for Opportunistic Bandits,Xueying Guo,University of California Davis
ICML,2018,Adaptive Exploration-Exploitation Tradeoff for Opportunistic Bandits,Xin Liu,"University of California, Davis"
ICML,2018,Semiparametric Contextual Bandits,Akshay Krishnamurthy,UMass
ICML,2018,Semiparametric Contextual Bandits,Zhiwei Wu,Microsoft Research
ICML,2018,Semiparametric Contextual Bandits,Vasilis Syrgkanis,Microsoft Research
ICML,2018,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),Been Kim,Google
ICML,2018,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),Martin Wattenberg,Google
ICML,2018,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),Justin Gilmer,Google Brain
ICML,2018,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),Carrie Cai,
ICML,2018,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),James Wexler,Google
ICML,2018,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),Fernanda Viégas,Google
ICML,2018,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),Rory sayres,Google
ICML,2018,Weightless: Lossy weight encoding for deep neural network compression,Brandon Reagen,Harvard University
ICML,2018,Weightless: Lossy weight encoding for deep neural network compression,Udit Gupta,Harvard University
ICML,2018,Weightless: Lossy weight encoding for deep neural network compression,Bob Adolf,Harvard University
ICML,2018,Weightless: Lossy weight encoding for deep neural network compression,Michael Mitzenmacher,Harvard University
ICML,2018,Weightless: Lossy weight encoding for deep neural network compression,Alexander Rush,Harvard University
ICML,2018,Weightless: Lossy weight encoding for deep neural network compression,Gu-Yeon Wei,
ICML,2018,Weightless: Lossy weight encoding for deep neural network compression,David Brooks,Harvard University
ICML,2018,Parallel Bayesian Network Structure Learning,Tian Gao,IBM Research
ICML,2018,Parallel Bayesian Network Structure Learning,Dennis Wei,IBM Research
ICML,2018,Temporal Poisson Square Root Graphical Models,Sinong Geng,UW-Madison; Princeton University
ICML,2018,Temporal Poisson Square Root Graphical Models,Charles Kuang,"The University of Wisconsin, Madison"
ICML,2018,Temporal Poisson Square Root Graphical Models,Peggy Peissig,Marshfield Clinic Research Foundation
ICML,2018,Temporal Poisson Square Root Graphical Models,University of Wisconsin David Page,"University of Wisconsin, Madison"
ICML,2018,Minimax Concave Penalized Multi-Armed Bandit Model with High-Dimensional Covariates,xue wang,THE PENNSYLVANIA STATE UNIVERSITY
ICML,2018,Minimax Concave Penalized Multi-Armed Bandit Model with High-Dimensional Covariates,Mike Wei,University at Buffalo
ICML,2018,Minimax Concave Penalized Multi-Armed Bandit Model with High-Dimensional Covariates,Tao Yao,penn state university
ICML,2018,Dynamic Regret of Strongly Adaptive Methods,Lijun Zhang,Nanjing University
ICML,2018,Dynamic Regret of Strongly Adaptive Methods,Tianbao Yang,The University of Iowa
ICML,2018,Dynamic Regret of Strongly Adaptive Methods,rong jin,alibaba group
ICML,2018,Dynamic Regret of Strongly Adaptive Methods,Zhi-Hua Zhou,Nanjing University
ICML,2018,Distributed Clustering via LSH Based Data Partitioning,Aditya Bhaskara,University of Utah
ICML,2018,Distributed Clustering via LSH Based Data Partitioning,Maheshakya Wijewardena,University of Utah
ICML,2018,Learning to Branch,Nina Balcan,Carnegie Mellon University
ICML,2018,Learning to Branch,Travis Dick,CMU
ICML,2018,Learning to Branch,Tuomas Sandholm,Carnegie Mellon University
ICML,2018,Learning to Branch,Ellen Vitercik,Carnegie Mellon University
ICML,2018,Minibatch Gibbs Sampling on Large Graphical Models,Chris De Sa,Cornell
ICML,2018,Minibatch Gibbs Sampling on Large Graphical Models,Zhiting Chen,Cornell University
ICML,2018,Minibatch Gibbs Sampling on Large Graphical Models,Wong,Stanford university
ICML,2018,On the Theory of Variance Reduction for Stochastic Gradient Monte Carlo,Niladri S Chatterji,UC Berkeley
ICML,2018,On the Theory of Variance Reduction for Stochastic Gradient Monte Carlo,Nicolas Flammarion,UC Berkeley
ICML,2018,On the Theory of Variance Reduction for Stochastic Gradient Monte Carlo,Yian Ma,UC Berkeley
ICML,2018,On the Theory of Variance Reduction for Stochastic Gradient Monte Carlo,Peter Bartlett,UC Berkeley
ICML,2018,On the Theory of Variance Reduction for Stochastic Gradient Monte Carlo,Michael Jordan,UC Berkeley
ICML,2018,Using Reward Machines for High-Level Task Specification and Decomposition in Reinforcement Learning,Rodrigo A Toro Icarte,University of Toronto
ICML,2018,Using Reward Machines for High-Level Task Specification and Decomposition in Reinforcement Learning,Toryn Q Klassen,University of Toronto
ICML,2018,Using Reward Machines for High-Level Task Specification and Decomposition in Reinforcement Learning,Richard Valenzano,Element AI
ICML,2018,Using Reward Machines for High-Level Task Specification and Decomposition in Reinforcement Learning,Sheila McIlraith,University of Toronto
ICML,2018,Generalization without Systematicity: On the Compositional Skills of Sequence-to-Sequence Recurrent Networks,Brenden Lake,New York University
ICML,2018,Generalization without Systematicity: On the Compositional Skills of Sequence-to-Sequence Recurrent Networks,Marco Baroni,Facebook Artificial Intelligence Research
ICML,2018,Pathwise Derivatives Beyond the Reparameterization Trick,Martin Jankowiak,Uber AI Labs
ICML,2018,Pathwise Derivatives Beyond the Reparameterization Trick,Fritz Obermeyer,Uber AI Labs
ICML,2018,Message Passing Stein Variational Gradient Descent,Jingwei Zhuo,Tsinghua University
ICML,2018,Message Passing Stein Variational Gradient Descent,Chang Liu,Tsinghua University
ICML,2018,Message Passing Stein Variational Gradient Descent,Jiaxin Shi,Tsinghua University
ICML,2018,Message Passing Stein Variational Gradient Descent,Jun Zhu,Tsinghua University
ICML,2018,Message Passing Stein Variational Gradient Descent,Ning Chen,
ICML,2018,Message Passing Stein Variational Gradient Descent,Bo Zhang,Tsinghua University
ICML,2018,State Space Gaussian Processes with Non-Gaussian Likelihood,Hannes Nickisch,Philips Research
ICML,2018,State Space Gaussian Processes with Non-Gaussian Likelihood,Arno Solin,Aalto University
ICML,2018,State Space Gaussian Processes with Non-Gaussian Likelihood,Alexander Grigorevskiy,Aalto University
ICML,2018,Constant-Time Predictive Distributions for Gaussian Processes,Geoff Pleiss,Cornell University
ICML,2018,Constant-Time Predictive Distributions for Gaussian Processes,Jacob Gardner,Cornell University
ICML,2018,Constant-Time Predictive Distributions for Gaussian Processes,Kilian Weinberger,Cornell University
ICML,2018,Constant-Time Predictive Distributions for Gaussian Processes,Andrew Wilson,Cornell University
ICML,2018,Gradient descent with identity initialization efficiently learns positive definite linear transformations by deep residual networks,Peter Bartlett,UC Berkeley
ICML,2018,Gradient descent with identity initialization efficiently learns positive definite linear transformations by deep residual networks,Dave Helmbold,
ICML,2018,Gradient descent with identity initialization efficiently learns positive definite linear transformations by deep residual networks,Phil Long,Google
ICML,2018,On the Generalization of Equivariance and Convolution in Neural Networks to the Action of Compact Groups,Risi Kondor,The University of Chicago
ICML,2018,On the Generalization of Equivariance and Convolution in Neural Networks to the Action of Compact Groups,Shubhendu Trivedi,Toyota Technological Institute
ICML,2018,Racing Thompson: an Efficient Algorithm for Thompson Sampling with Non-conjugate Priors,Yichi Zhou,Tsinghua University
ICML,2018,Racing Thompson: an Efficient Algorithm for Thompson Sampling with Non-conjugate Priors,Jun Zhu,Tsinghua University
ICML,2018,Racing Thompson: an Efficient Algorithm for Thompson Sampling with Non-conjugate Priors,Jingwei Zhuo,Tsinghua University
ICML,2018,Probably Approximately Metric-Fair Learning,Gal Yona,Weizmann Institute of Science
ICML,2018,Probably Approximately Metric-Fair Learning,Guy Rothblum,Weizmann Institute of Science
ICML,2018,Neural Program Synthesis from Diverse Demonstration Videos,Shao-Hua Sun,University of Southern California
ICML,2018,Neural Program Synthesis from Diverse Demonstration Videos,Hyeonwoo Noh,POSTECH
ICML,2018,Neural Program Synthesis from Diverse Demonstration Videos,Sriram Somasundaram,University of Southern California
ICML,2018,Neural Program Synthesis from Diverse Demonstration Videos,Joseph Lim,Univ. of Southern California
ICML,2018,Video Prediction with Appearance and Motion Conditions,Yunseok Jang,Seoul National University
ICML,2018,Video Prediction with Appearance and Motion Conditions,Gunhee Kim,Seoul National University
ICML,2018,Video Prediction with Appearance and Motion Conditions,Yale Song,Microsoft AI & Research
ICML,2018,CRVI: Convex Relaxation for Variational Inference,Ghazal Fazelnia,Columbia University
ICML,2018,CRVI: Convex Relaxation for Variational Inference,John Paisley,Columbia University
ICML,2018,Bayesian Coreset Construction via Greedy Iterative Geodesic Ascent,Trevor Campbell,MIT
ICML,2018,Bayesian Coreset Construction via Greedy Iterative Geodesic Ascent,Tamara Broderick,MIT
ICML,2018,Transformation Autoregressive Networks,Junier Oliva,Carnegie Mellon University
ICML,2018,Transformation Autoregressive Networks,Avinava Dubey,Carnegie Mellon University
ICML,2018,Transformation Autoregressive Networks,Manzil Zaheer,Carnegie Mellon University
ICML,2018,Transformation Autoregressive Networks,Barnabás Póczos,CMU
ICML,2018,Transformation Autoregressive Networks,Russ Salakhutdinov,Carnegie Mellen University
ICML,2018,Transformation Autoregressive Networks,Eric Xing,Carnegie Mellon University
ICML,2018,Transformation Autoregressive Networks,Jeff Schneider,Uber/CMU
ICML,2018,Learning equations for extrapolation and control,Subham S Sahoo,Indian Institute of Technology
ICML,2018,Learning equations for extrapolation and control,Christoph Lampert,IST Austria
ICML,2018,Learning equations for extrapolation and control,Georg Martius,Max Planck Institute for Intelligent Systems
ICML,2018,Analyzing Uncertainty in Neural Machine Translation,Myle Ott,Facebook
ICML,2018,Analyzing Uncertainty in Neural Machine Translation,Michael Auli,Facebook
ICML,2018,Analyzing Uncertainty in Neural Machine Translation,David Grangier,Facebook
ICML,2018,Analyzing Uncertainty in Neural Machine Translation,Marc'Aurelio Ranzato,Facebook AI Research
ICML,2018,Hierarchical Text Generation and Planning for Strategic Dialogue,Denis Yarats,Facebook AI Research
ICML,2018,Hierarchical Text Generation and Planning for Strategic Dialogue,Mike Lewis,Facebook
ICML,2018,Budgeted Experiment Design for Causal Structure Learning,AmirEmad Ghassami,UIUC
ICML,2018,Budgeted Experiment Design for Causal Structure Learning,Saber Salehkaleybar,Sharif University of Technology
ICML,2018,Budgeted Experiment Design for Causal Structure Learning,Negar Kiyavash,University of Illinois at Urbana-Champaign
ICML,2018,Budgeted Experiment Design for Causal Structure Learning,Elias Bareinboim,Purdue
ICML,2018,Accurate Inference for Adaptive Linear Models,Yash Deshpande,Massachusetts Institute of Technology
ICML,2018,Accurate Inference for Adaptive Linear Models,Lester Mackey,Microsoft Research
ICML,2018,Accurate Inference for Adaptive Linear Models,Vasilis Syrgkanis,Microsoft Research
ICML,2018,Accurate Inference for Adaptive Linear Models,Matt Taddy,MICROSOFT
ICML,2018,Path-Level Network Transformation for Efficient Architecture Search,Han Cai,Shanghai Jiao Tong University
ICML,2018,Path-Level Network Transformation for Efficient Architecture Search,Jiacheng Yang,Shanghai Jiao Tong University
ICML,2018,Path-Level Network Transformation for Efficient Architecture Search,Weinan Zhang,Shanghai Jiao Tong University
ICML,2018,Path-Level Network Transformation for Efficient Architecture Search,Song Han,MIT
ICML,2018,Path-Level Network Transformation for Efficient Architecture Search,Yong Yu,Shanghai Jiao Tong University
ICML,2018,Progress & Compress: A scalable framework for continual learning,Jonathan Schwarz,DeepMind
ICML,2018,Progress & Compress: A scalable framework for continual learning,Wojciech Czarnecki,DeepMind
ICML,2018,Progress & Compress: A scalable framework for continual learning,Jelena Luketina,The University of Oxford
ICML,2018,Progress & Compress: A scalable framework for continual learning,Agnieszka Grabska-Barwinska,DeepMind
ICML,2018,Progress & Compress: A scalable framework for continual learning,Yee Teh,DeepMind
ICML,2018,Progress & Compress: A scalable framework for continual learning,Razvan Pascanu,DeepMind
ICML,2018,Progress & Compress: A scalable framework for continual learning,Raia Hadsell,DeepMind
ICML,2018,Learning Longer-term Dependencies in RNNs with Auxiliary Losses,Trieu H Trinh,Google Brain
ICML,2018,Learning Longer-term Dependencies in RNNs with Auxiliary Losses,Andrew Dai,Google Brain
ICML,2018,Learning Longer-term Dependencies in RNNs with Auxiliary Losses,Thang Luong,Google Brain
ICML,2018,Learning Longer-term Dependencies in RNNs with Auxiliary Losses,Quoc Le,Google Brain
ICML,2018,Understanding and Simplifying One-Shot Architecture Search,Gabriel Bender,Google
ICML,2018,Understanding and Simplifying One-Shot Architecture Search,Pieter-Jan Kindermans,Google
ICML,2018,Understanding and Simplifying One-Shot Architecture Search,Barret Zoph,Google
ICML,2018,Understanding and Simplifying One-Shot Architecture Search,Vijay Vasudevan,Google
ICML,2018,Understanding and Simplifying One-Shot Architecture Search,Quoc Le,Google Brain
ICML,2018,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents,Kaiqing Zhang,University of Illinois at Urbana-Champaign (UIUC)
ICML,2018,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents,Zhuoran Yang,Princeton University
ICML,2018,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents,Han Liu,Northwestern
ICML,2018,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents,Tong Zhang,Tecent AI Lab
ICML,2018,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents,Tamer Basar,
ICML,2018,State Abstractions for Lifelong Reinforcement Learning,David Abel,Brown University
ICML,2018,State Abstractions for Lifelong Reinforcement Learning,Dilip S. Arumugam,Stanford University
ICML,2018,State Abstractions for Lifelong Reinforcement Learning,Lucas Lehnert,Brown University
ICML,2018,State Abstractions for Lifelong Reinforcement Learning,Michael L. Littman,Brown University
ICML,2018,Bounding and Counting Linear Regions of Deep Neural Networks,Thiago Serra,Carnegie Mellon University
ICML,2018,Bounding and Counting Linear Regions of Deep Neural Networks,Christian Tjandraatmadja,Carnegie Mellon University
ICML,2018,Bounding and Counting Linear Regions of Deep Neural Networks,Srikumar Ramalingam,University of Utah
ICML,2018,Clipped Action Policy Gradient,Yasuhiro Fujita,"Preferred Networks, Inc."
ICML,2018,Clipped Action Policy Gradient,Shin-ichi Maeda,"Preferred Networks, Inc."
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Lasse Espeholt,Google Brain Amsterdam
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Hubert Soyer,DeepMind
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Remi Munos,DeepMind
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Karen Simonyan,DeepMind
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Vlad Mnih,Google Deepmind
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Tom Ward,DeepMind
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Yotam Doron,DeepMind
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Vlad Firoiu,
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Tim Harley,DeepMind
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Iain Dunning,
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Shane Legg,DeepMind
ICML,2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,koray kavukcuoglu,DeepMind
ICML,2018,Inter and Intra Topic Structure Learning with Word Embeddings,He Zhao,"FIT, Monash University"
ICML,2018,Inter and Intra Topic Structure Learning with Word Embeddings,Lan Du,"Faculty of Information Technology, Monash University"
ICML,2018,Inter and Intra Topic Structure Learning with Word Embeddings,Wray Buntine,Monash University
ICML,2018,Inter and Intra Topic Structure Learning with Word Embeddings,Mingyuan Zhou,University of Texas at Austin
ICML,2018,oi-VAE: Output Interpretable VAEs for Nonlinear Group Factor Analysis,Samuel Ainsworth,University of Washington
ICML,2018,oi-VAE: Output Interpretable VAEs for Nonlinear Group Factor Analysis,Nick J Foti,University of Washington
ICML,2018,oi-VAE: Output Interpretable VAEs for Nonlinear Group Factor Analysis,Adrian KC Lee,University of Washington
ICML,2018,oi-VAE: Output Interpretable VAEs for Nonlinear Group Factor Analysis,Emily Fox,University of Washington
ICML,2018,The Hidden Vulnerability of Distributed Learning in Byzantium,El Mahdi El Mhamdi,EPFL
ICML,2018,The Hidden Vulnerability of Distributed Learning in Byzantium,Rachid Guerraoui,EPFL
ICML,2018,The Hidden Vulnerability of Distributed Learning in Byzantium,Sébastien Rouault,EPFL
ICML,2018,Asynchronous Byzantine Machine Learning (the case of SGD),Georgios Damaskinos,EPFL
ICML,2018,Asynchronous Byzantine Machine Learning (the case of SGD),El Mahdi El Mhamdi,EPFL
ICML,2018,Asynchronous Byzantine Machine Learning (the case of SGD),Rachid Guerraoui,EPFL
ICML,2018,Asynchronous Byzantine Machine Learning (the case of SGD),Rhicheek Patra,EPFL
ICML,2018,Asynchronous Byzantine Machine Learning (the case of SGD),Mahsa Taziki,EPFL
NIPS,2016,Improved Dropout for Shallow and Deep Learning,Zhe Li,The University of Iowa
NIPS,2016,Improved Dropout for Shallow and Deep Learning,Boqing Gong,University of Central Florida
NIPS,2016,Improved Dropout for Shallow and Deep Learning,Tianbao Yang,University of Iowa
NIPS,2016,Communication-Optimal Distributed Clustering,Jiecao Chen,Indiana University Bloomington
